treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "T_ST_QuestReward_RG_2",1,0,0,2,1,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_2",1,0,0,1,2,1,0,0
new subtable "1,1"
object category "T_ST_QuestReward_High_Choice_Extra",1,0,0,1,0,0,0,0
new treasuretable "ST_QuestReward_Hard_Choice_3"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_3",1,0,0,2,1,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_3",1,0,0,1,2,1,0,0
new subtable "1,1"
object category "T_ST_QuestReward_High_Choice_Extra",1,0,0,1,0,0,0,0
new treasuretable "ST_QuestReward_Hard_Choice_4"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_4",1,0,0,2,1,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_4",1,0,0,1,2,1,0,0
new treasuretable "ST_QuestReward_Hard_Choice_5"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_5",1,0,0,2,1,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_5",1,0,0,1,2,1,0,0
new treasuretable "ST_QuestReward_Hard_Choice_6"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_6",3,0,0,2,1,0,0,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_6",3,0,0,1,2,1,0,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new treasuretable "ST_QuestReward_Impossible_Choice_1"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_1",1,0,0,0,1,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_1",1,0,0,0,1,0,0,0
new subtable "1,1"
object category "T_ST_QuestReward_High_Choice_Extra",1,0,0,0,0,0,0,0
new treasuretable "ST_QuestReward_Impossible_Choice_2"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_2",1,0,0,0,2,1,1,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_2",1,0,0,0,0,2,1,0
new subtable "1,1"
object category "T_ST_QuestReward_High_Choice_Extra",1,0,0,0,1,0,0,0
new treasuretable "ST_QuestReward_Impossible_Choice_3"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_3",1,0,0,0,2,1,1,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_3",1,0,0,0,0,2,1,0
new subtable "1,1"
object category "T_ST_QuestReward_High_Choice_Extra",1,0,0,0,1,0,0,0
new treasuretable "ST_QuestReward_Impossible_Choice_4"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_4",3,0,0,0,2,1,1,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_4",3,0,0,0,0,2,1,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new treasuretable "ST_QuestReward_Impossible_Choice_5"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_5",3,0,0,0,2,1,1,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_5",3,0,0,0,0,2,1,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new treasuretable "ST_QuestReward_Impossible_Choice_6"
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_QuestReward_RG_6",3,0,0,0,2,1,1,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_QuestReward_RG_6",3,0,0,0,0,2,1,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new treasuretable "QuestReward_Fixed_Hard"
new subtable "1,1"
object category "NeoGoldReward_Small",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Rune",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_WeaponNormal",1,0,0,2,1,0,0,0
object category "T_ST_ArmorNormal",1,0,0,2,1,0,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_WeaponNormal",1,0,0,0,1,0,0,0
object category "T_ST_ArmorNormal",1,0,0,0,1,0,0,0
new subtable "1,1"
object category "T_ST_AllPotionsSpecial",1,0,0,0,0,0,0,0
object category "T_ST_RareIngredient",1,0,0,0,0,0,0,0
object category "T_ST_Scroll",1,0,0,0,0,0,0,0
object category "T_ST_Grenades",1,0,0,0,0,0,0,0
object category "T_ST_Arrows",1,0,0,0,0,0,0,0
new treasuretable "QuestReward_Fixed_Impossible"
new subtable "1,1"
object category "NeoGoldReward_Small",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Skillbook",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Rune",1,0,0,0,0,0,0,0
new subtable "1,1"
StartLevel "1"
EndLevel "11"
object category "T_ST_WeaponNormal",1,0,0,0,2,1,0,0
object category "T_ST_ArmorNormal",1,0,0,0,2,1,0,0
new subtable "1,1"
StartLevel "12"
object category "T_ST_WeaponNormal",1,0,0,0,0,1,0,0
object category "T_ST_ArmorNormal",1,0,0,0,0,1,0,0
