AMER_UI_Ascension_Force_TheFalcon_Title	<font color='ebc808' size='30'>The Falcon</font>
AMER_UI_Ascension_Form_TheRitual_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +8% Accuracy.</p>
AMER_UI_Ascension_Form_TheRitual_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +13% Damage.</p>
AMER_UI_Ascension_Form_TheRitual_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +3 Initiative.<br><font color='cb9780'>»</font> +9% invested Power.</p>
AMER_UI_Ascension_Form_TheRitual_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +10% summon Damage.<br><font color='cb9780'>»</font> +15% summon Dodge.</p>
AMER_UI_Ascension_Form_TheRitual_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 free Centurion reaction per round.<br><font color='cb9780'>  »</font> +1% Increased Battered and Harried Threshold.<br><font color='cb9780'>  »</font> +1% to Maximum Elemental Resistances.<br><font color='ebc808' size='21'>2) </font>+1 free Occultist reaction per round.<br><font color='cb9780'>  »</font> +1% Increased Battered and Harried Threshold.<br><font color='cb9780'>  »</font> +1% to Maximum Elemental Resistances.<br><font color='ebc808' size='21'>3) </font><font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +1% Critical Chance per Leadership.<br><font color='ebc808' size='21'>4) </font>Spellcaster Finesse; select node for details.<br><font color='cb9780'>  »</font> +1% Increased Battered and Harried Threshold.<br><font color='cb9780'>  »</font> +1% to Maximum Elemental Resistances.</p>
AMER_UI_Ascension_Form_TheRitual_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 free Centurion reaction per round.<br><font color='cb9780'>»</font> +1% Increased Battered and Harried Threshold.<br><font color='cb9780'>»</font> +1% to Maximum Elemental Resistances.</p>
AMER_UI_Ascension_Form_TheRitual_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 free Occultist reaction per round.<br><font color='cb9780'>»</font> +1% Increased Battered and Harried Threshold.<br><font color='cb9780'>»</font> +1% to Maximum Elemental Resistances.</p>
AMER_UI_Ascension_Form_TheRitual_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +1% Critical Chance per Leadership.</p>
AMER_UI_Ascension_Form_TheRitual_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Aerotheurge, Geomancer, Hydrosophist, Necromancer, Pyromancer, and Summoning skills may activate Finesse's AP recovery effect, but your basic attacks no longer activate this effect.<br><font color='cb9780'>»</font> +1% Increased Battered and Harried Threshold.<br><font color='cb9780'>»</font> +1% to Maximum Elemental Resistances.</p>
AMER_UI_Ascension_Form_TheRitual_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Occultist</font> activates when you perform a ritual reaction targeting an enemy.<br><font color='cb9780'>  »</font> +1 free Occultist reaction per round.<br><font color='ebc808' size='21'>2) </font>If you have a two handed weapon equipped, <font color="ebc808" size="20" face="Averia Serif">Withered</font> applies -10% Dodge (-1.5% per <font color="4ae88c" size="20" face="Averia Serif">Form</font> and <font color="beb3ff" size="20" face="Averia Serif">Entropy</font> ).<br><font color='ebc808' size='21'>3) </font>+20% invested Finesse.<br><font color='cb9780'>  »</font> +20% invested Memory.<br><font color='ebc808' size='21'>4) </font>Surfaces and clouds no longer affect your summons.</p>
AMER_UI_Ascension_Form_TheRitual_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Occultist</font> activates when you perform a ritual reaction targeting an enemy.<br><font color='cb9780'>»</font> +1 free Occultist reaction per round.</p>
AMER_UI_Ascension_Form_TheRitual_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have a two handed weapon equipped, <font color="ebc808" size="20" face="Averia Serif">Withered</font> applies -10% Dodge (-1.5% per <font color="4ae88c" size="20" face="Averia Serif">Form</font> and <font color="beb3ff" size="20" face="Averia Serif">Entropy</font> ).</p>
AMER_UI_Ascension_Form_TheRitual_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +20% invested Finesse.<br><font color='cb9780'>»</font> +20% invested Memory.</p>
AMER_UI_Ascension_Form_TheRitual_Node_2.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Surfaces and clouds no longer affect your summons.</p>
AMER_UI_Ascension_Form_TheRitual_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Bane applies -1 AP Recovery.<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Withered</font> applies -20% Wits (-2% per <font color="4ae88c" size="20" face="Averia Serif">Form</font>, <font color="73b3f2" size="20" face="Averia Serif">Inertia</font>, and <font color="beb3ff" size="20" face="Averia Serif">Entropy</font>).<br><font color='ebc808' size='21'>3) </font>+15% summon Accuracy.<br><font color='cb9780'>  »</font> +15% summon Critical Chance.<br><font color='cb9780'>  »</font> +21% summon Damage.</p>
AMER_UI_Ascension_Form_TheRitual_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Bane applies -1 AP Recovery.</p>
AMER_UI_Ascension_Form_TheRitual_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Withered</font> applies -20% Wits (-2% per <font color="4ae88c" size="20" face="Averia Serif">Form</font>, <font color="73b3f2" size="20" face="Averia Serif">Inertia</font>, and <font color="beb3ff" size="20" face="Averia Serif">Entropy</font>).</p>
AMER_UI_Ascension_Form_TheRitual_Node_3.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +15% summon Accuracy.<br><font color='cb9780'>»</font> +15% summon Critical Chance.<br><font color='cb9780'>»</font> +21% summon Damage.</p>
AMER_UI_Ascension_Form_TheRitual_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Once per turn, when you perform an <font color="ebc808" size="20" face="Averia Serif">Occultist</font> reaction on an enemy, your totems attempt to attack it.<br><font color='ebc808' size='21'>2) </font>Cannibalize Source Infusion; select node for details.<br><font color='ebc808' size='21'>3) </font>Limited Invulnerability; select node for details.<br><font color='ebc808' size='21'>4) </font>Totems duplicate as they die; duplicates will not continue this effect.</p>
AMER_UI_Ascension_Form_TheRitual_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per turn, when you perform an <font color="ebc808" size="20" face="Averia Serif">Occultist</font> reaction on an enemy, your totems attempt to attack it.</p>
AMER_UI_Ascension_Form_TheRitual_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Source Infusion 1: When you cast Cannibalize on a controllable summon that is within 6m of 3 of your own totems, sacrifice those totems and apply <font color="ebc808" size="20" face="Averia Serif">Withered</font> for 2 turns to all enemies in combat with you. Then, gain +50% damage while you emulate the effects of Finger of Death on all enemies you can see. Recover 1 SP.</p>
AMER_UI_Ascension_Form_TheRitual_Node_4.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Damage cannot kill you. If you fall to 1 Vitality or below, sacrifice your oldest uncontrolled summon to return to 20% Vitality; if you have none, sacrifice your oldest controlled summon instead; if you have none, you die.</p>
AMER_UI_Ascension_Form_TheRitual_Node_4.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Totems duplicate as they die; duplicates will not continue this effect.</p>
AMER_UI_Ascension_Form_Sphinx_Title	<font color='ebc808' size='30'>Sphinx</font>
AMER_UI_Ascension_Form_Sphinx_Desc_A	"Wisdom conquers fortune."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Form_Sphinx_Rewards	Requires: 2 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>, 8 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>, 3 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.<br>
AMER_UI_Ascension_Form_Sphinx_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +2 Constitution.<br><font color='cb9780'>  »</font> +3% Maximum Vitality.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+7% Dodge Chance.<br><font color='ebc808' size='21'>2) </font>+14% missing Physical Armor Regen (50% max).<br><font color='ebc808' size='21'>3) </font>+14% missing Magic Armor Regen (50% max).<br><font color='ebc808' size='21'>4) </font>+10% missing Vitality Regen (50% max).</p>
AMER_UI_Ascension_Form_Sphinx_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +7% Dodge Chance.</p>
AMER_UI_Ascension_Form_Sphinx_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +14% missing Physical Armor Regen (50% max).</p>
AMER_UI_Ascension_Form_Sphinx_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +14% missing Magic Armor Regen (50% max).</p>
AMER_UI_Ascension_Form_Sphinx_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +10% missing Vitality Regen (50% max).</p>
AMER_UI_Ascension_Form_Sphinx_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +1.3% Increased Battered and Harried Threshold.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+Magic Armor: Exceptional (scales with level).<br><font color='ebc808' size='21'>2) </font>+Physical Armor: Exceptional (scales with level).<br><font color='ebc808' size='21'>3) </font>+9% Maximum Vitality.</p>
AMER_UI_Ascension_Form_Sphinx_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +Magic Armor: Exceptional (scales with level).</p>
AMER_UI_Ascension_Form_Sphinx_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +Physical Armor: Exceptional (scales with level).</p>
AMER_UI_Ascension_Form_Sphinx_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +9% Maximum Vitality.</p>
AMER_UI_Ascension_Form_Sphinx_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>.<br><font color='cb9780'>  »</font> While you have <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>, gain +1 AP Recovery.<br><font color='ebc808' size='21'>2) </font>Once per round, if you have a free offhand when you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, emulate the effects of Silencing Stare.<br><font color='ebc808' size='21'>3) </font>+20% invested Constitution.<br><font color='cb9780'>  »</font> +20% invested Strength.</p>
AMER_UI_Ascension_Form_Sphinx_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>.<br><font color='cb9780'>»</font> While you have <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>, gain +1 AP Recovery.</p>
AMER_UI_Ascension_Form_Sphinx_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per round, if you have a free offhand when you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, emulate the effects of Silencing Stare.</p>
AMER_UI_Ascension_Form_Sphinx_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +20% invested Constitution.<br><font color='cb9780'>»</font> +20% invested Strength.</p>
AMER_UI_Ascension_Form_Sphinx_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>When you activate <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>, if your abeyed damage exceeds 40% of your maximum Vitality, lose all stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> to reduce your abeyed damage by 10% per stack lost.<br><font color='ebc808' size='21'>2) </font>When you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, gain 2 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font>. <font color='a8a8a8' size='21' face='Averia Serif'>If you already have this effect:</font> gain one more stack.<br><font color='ebc808' size='21'>3) </font>If you have the Demolitionist talent and 4 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> when you Source infuse a grenade throw, lose 3 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> to gain +1 effective Source Infusion for the throw.</p>
AMER_UI_Ascension_Form_Sphinx_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you activate <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>, if your abeyed damage exceeds 40% of your maximum Vitality, lose all stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> to reduce your abeyed damage by 10% per stack lost.</p>
AMER_UI_Ascension_Form_Sphinx_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, gain 2 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font>. <font color='a8a8a8' size='21' face='Averia Serif'>If you already have this effect:</font> gain one more stack.</p>
AMER_UI_Ascension_Form_Sphinx_Node_3.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have the Demolitionist talent and 4 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> when you Source infuse a grenade throw, lose 3 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> to gain +1 effective Source Infusion for the throw.</p>
AMER_UI_Ascension_Form_Sphinx_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Damage from <font color="ebc808" size="20" face="Averia Serif">Abeyance</font> cannot reduce your Vitality below 5%.<br><font color='ebc808' size='21'>2) </font>If you have 4 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> when you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, lose 3 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font>, and emulate the effects of Chain Lightning.<br><font color='ebc808' size='21'>3) </font>Whenever you have Source Generation, as long as you have not reached 3 Source points, it is extended indefinitely. Gain 1 Source point for every 2 actions you perform that expend Source.</p>
AMER_UI_Ascension_Form_Sphinx_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Damage from <font color="ebc808" size="20" face="Averia Serif">Abeyance</font> cannot reduce your Vitality below 5%.</p>
AMER_UI_Ascension_Form_Sphinx_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have 4 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> when you perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction, lose 3 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font>, and emulate the effects of Chain Lightning.</p>
AMER_UI_Ascension_Form_Sphinx_Node_4.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Whenever you have Source Generation, as long as you have not reached 3 Source points, it is extended indefinitely. Gain 1 Source point for every 2 actions you perform that expend Source.</p>
AMER_UI_Ascension_Inertia_TheArena_Title	<font color='ebc808' size='30'>The Arena</font>
AMER_UI_Ascension_Inertia_TheArena_Desc_A	"Triumph only favors those who sacrifice everything."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Inertia_TheArena_Rewards	Requires: 1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>, 7 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>, 5 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>
AMER_UI_Ascension_Inertia_TheArena_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +2 Finesse.<br><font color='cb9780'>  »</font> +5 Initiative.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+8% Accuracy.<br><font color='ebc808' size='21'>2) </font>+13% Damage.<br><font color='ebc808' size='21'>3) </font>+3 Initiative.<br><font color='cb9780'>  »</font> +9% invested Strength.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +8% Accuracy.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +13% Damage.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +3 Initiative.<br><font color='cb9780'>»</font> +9% invested Strength.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 free Celestial reaction per round.<br><font color='cb9780'>  »</font> +1.2% Increased Battered and Harried Threshold.<br><font color='cb9780'>  »</font> +2% Physical Resistance.<br><font color='ebc808' size='21'>2) </font>+1 free Centurion reaction per round.<br><font color='cb9780'>  »</font> +1.2% Increased Battered and Harried Threshold.<br><font color='cb9780'>  »</font> +2% Physical Resistance.<br><font color='ebc808' size='21'>3) </font>Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Defiance</font>.<br><font color='cb9780'>  »</font> <font color="ebc808" size="20" face="Averia Serif">Defiance</font> grants +10% Dodge and +2% Increased Battered and Harried Threshold.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 free Celestial reaction per round.<br><font color='cb9780'>»</font> +1.2% Increased Battered and Harried Threshold.<br><font color='cb9780'>»</font> +2% Physical Resistance.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 free Centurion reaction per round.<br><font color='cb9780'>»</font> +1.2% Increased Battered and Harried Threshold.<br><font color='cb9780'>»</font> +2% Physical Resistance.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Defiance</font>.<br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Defiance</font> grants +10% Dodge and +2% Increased Battered and Harried Threshold.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>If you have <font color="ebc808" size="20" face="Averia Serif">Defiance</font> at the end of your turn, perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction on the nearest enemy you can see.<br><font color='ebc808' size='21'>2) </font>If you have two weapons equipped, <font color="ebc808" size="20" face="Averia Serif">Prosperity</font> grants +10% Accuracy and +20% Critical Chance.<br><font color='ebc808' size='21'>3) </font>+20% invested Finesse.<br><font color='cb9780'>  »</font> +20% invested Power.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have <font color="ebc808" size="20" face="Averia Serif">Defiance</font> at the end of your turn, perform a <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reaction on the nearest enemy you can see.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have two weapons equipped, <font color="ebc808" size="20" face="Averia Serif">Prosperity</font> grants +10% Accuracy and +20% Critical Chance.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +20% invested Finesse.<br><font color='cb9780'>»</font> +20% invested Power.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions apply up to tier II of Ataxia and Squelched for 1 turn.<br><font color='ebc808' size='21'>2) </font>If you have <font color="ebc808" size="20" face="Averia Serif">Prosperity</font>, your Source Infusions apply at +1 effective infusion for Aspect of the Bull and Heart of Steel; these statuses now grant +10% Finesse and Wits.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions apply up to tier II of Ataxia and Squelched for 1 turn.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have <font color="ebc808" size="20" face="Averia Serif">Prosperity</font>, your Source Infusions apply at +1 effective infusion for Aspect of the Bull and Heart of Steel; these statuses now grant +10% Finesse and Wits.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions become 4m Whirlwinds.<br><font color='ebc808' size='21'>2) </font>While you have <font color="ebc808" size="20" face="Averia Serif">Prosperity</font>, gain an Empowered Bouncing Shield skill that costs 2AP and has a 1 turn cooldown.<br><font color='ebc808' size='21'>3) </font>Wearing a shield no longer decreases your damage gain from Power.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions become 4m Whirlwinds.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> While you have <font color="ebc808" size="20" face="Averia Serif">Prosperity</font>, gain an Empowered Bouncing Shield skill that costs 2AP and has a 1 turn cooldown.</p>
AMER_UI_Ascension_Inertia_TheArena_Node_4.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Wearing a shield no longer decreases your damage gain from Power.</p>
AMER_UI_Ascension_Inertia_Champion_Title	<font color='ebc808' size='30'>Champion</font>
AMER_UI_Ascension_Inertia_Champion_Desc_A	"The torch that blinds the darkness."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Inertia_Champion_Rewards	Requires: 2 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>, 8 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>, 3 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>
AMER_UI_Ascension_Inertia_Champion_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +2 Constitution.<br><font color='cb9780'>  »</font> +0.7% Increased Battered and Harried Threshold.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+7% Dodge Chance.<br><font color='ebc808' size='21'>2) </font>+0.8 Movement Speed.<br><font color='ebc808' size='21'>3) </font>+6% Maximum Physical Armor.</p>
AMER_UI_Ascension_Inertia_Champion_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +7% Dodge Chance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +0.8 Movement Speed.</p>
AMER_UI_Ascension_Inertia_Champion_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +6% Maximum Physical Armor.</p>
